sample,P_mono,is_true
S1000,0.03303,False
S1000,0.36401,False
S1000,0.05695,False
S1000,0.54507,False
S1000,0.97633,False
S1000,0.53403,False
S1000,0.46944,False
S1000,0.77279,True
S1000,0.73286,False
S1000,0.48828,False
S1000,0.32072,False
S1000,0.96332,True
S1000,0.26188,False
S1000,0.98074,True
S1000,0.99855,True
S1000,0.05072,False
S1000,0.51366,False
S1000,0.65517,False
S1000,0.5811,False
S1000,0.86624,False
S1000,0.63147,False
S1000,0.78103,False
S1000,0.35072,True
S1000,0.03308,False
S1000,0.50834,False
S1000,0.7524,False
S1000,0.31764,False
S1000,0.89651,False
S1000,0.64695,False
S1000,0.44277,False
S1000,0.11981,False
S1000,0.56388,False
S1000,0.43423,False
S1000,0.33855,False
S1000,0.2447,False
S1000,0.14791,False
S1000,0.5694,False
S1000,0.70184,False
S1000,0.88081,False
S1000,0.25113,False
S1000,0.07005,False
S1000,0.51928,False
S1000,0.47201,False
S1000,0.3495,False
S1000,0.37241,True
S1000,0.94938,False
S1000,0.3653,False
S1000,0.50809,False
S1000,0.06498,False
S1000,0.3098,False
S1000,0.05461,False
S1000,0.57071,False
S1000,0.57241,False
S1000,0.30093,False
S1000,0.45166,False
S1000,0.82337,False
S1000,0.72046,False
S1000,0.33792,False
S1000,0.46418,False
S1000,0.41383,False
S1000,0.2331,False
S1000,0.38826,False
S1000,0.02981,False
S1000,0.23885,False
S1000,0.43118,False
S1000,0.84302,True
S1000,0.40506,False
S1000,0.05214,False
S1000,0.86593,False
S1000,0.05631,False
S1000,0.7522,False
S1000,0.0656,False
S1000,0.61587,False
S1000,0.36519,False
S1000,0.87047,False
S1000,0.7337,False
S1000,0.91164,False
S1000,0.5024,False
S1000,0.77752,False
S1000,0.59673,False
S1000,0.99994,True
S1000,0.7296,False
S1000,0.99663,False
S1000,0.85816,False
S1000,0.80406,True
S1000,0.84417,False
S1000,0.57287,False
S1000,0.37539,False
S1000,0.25859,False
S1000,0.36398,False
S1000,0.39115,False
S1000,0.31108,False
S1000,0.54495,False
S1000,0.31766,False
S1000,0.30706,False
S1000,0.61407,False
S1000,0.49517,False
S1000,0.75131,False
S1000,0.16211,False
S1000,0.73707,False
S1000,0.26737,False
S1000,0.57104,False
S1000,0.6379,False
S1000,0.33047,False
S1000,0.83356,False
S1000,0.21223,False
S1000,0.76396,False
S1000,0.14041,False
S1000,0.31008,False
S1000,0.83486,True
S1000,0.51082,False
S1000,0.41187,False
S1000,0.58248,False
S1000,0.30019,False
S1000,0.86467,False
S1000,0.97695,False
S1000,0.89685,False
S1000,0.05594,False
S1000,0.36429,False
S1000,0.49446,False
S1000,0.19955,False
S1000,0.97401,False
S1000,0.70627,False
S1000,0.66461,False
S1000,0.14601,False
S1000,0.06177,False
S1000,0.30914,False
S1000,0.59407,False
S1000,0.92208,False
S1000,0.4774,False
S1000,0.71395,False
S1000,0.90342,False
S1000,0.74121,False
S1000,0.40229,False
S1000,0.85713,False
S1000,0.87637,True
S1000,0.17936,False
S1000,0.07476,False
S1000,0.53331,False
S1000,0.64917,False
S1000,0.57244,False
S1000,0.87043,False
S1000,0.75317,False
S1000,0.19988,False
S1000,0.82826,False
S1000,0.50718,False
S1000,0.28649,False
S1000,0.94556,False
S1000,0.9642,False
S1000,0.69576,False
S1000,0.14456,False
S1000,0.73402,False
S1000,0.86824,False
S1000,0.55382,False
S1000,0.54577,False
S1000,0.23847,False
S1000,0.39375,False
S1000,0.36052,False
S1000,0.99816,False
S1000,0.65297,False
S1000,0.24957,False
S1000,0.46841,False
S1000,0.4411,False
S1000,0.57388,False
S1000,0.73358,False
S1000,0.16167,False
S1000,0.97331,False
S1000,0.82815,True
S1000,0.70598,False
S1000,0.97983,False
S1000,0.7986,False
S1000,0.84884,False
S1000,0.30488,False
S1000,0.97623,False
S1000,0.85431,False
S1000,0.72583,False
S1000,0.44677,False
S1000,0.7994,False
S1000,0.27322,False
S1000,0.09608,False
S1000,0.25034,False
S1000,0.76439,False
S1000,0.57514,False
S1000,0.85322,False
S1000,0.77393,False
S1000,0.11979,False
S1000,0.30057,False
S1000,0.91258,False
S1000,0.73774,False
S1000,0.70689,False
S1000,0.50678,False
S1000,0.7045,False
S1000,0.29357,False
S1000,0.44152,False
S1000,0.881,False
S1000,0.62862,False
S1000,0.7932,False
S1000,0.92673,True
S1000,0.27521,False
S1000,0.85345,True
S1000,0.50527,True
S1000,0.48338,False
S1000,0.16303,False
S1000,0.06341,False
S1000,0.6146,False
S1000,0.34416,False
S1000,0.53667,False
S1000,0.73265,False
S1000,0.56458,False
S1000,0.45241,False
S1000,0.50142,False
S1000,0.26751,False
S1000,0.66439,False
S1000,0.28604,False
S1000,0.97984,False
S1000,0.29356,False
S1000,0.90722,False
S1000,0.08919,False
S1000,0.47124,False
S1000,0.12869,False
S1000,0.93025,False
S1000,0.85515,False
S1000,0.71895,False
S1000,0.91792,True
S1000,0.60183,False
S1000,0.9394,False
S1000,0.9025,False
S1000,0.83564,False
S1000,0.67951,False
S1000,0.20895,False
S1000,0.48929,False
S1000,0.43578,False
S1000,0.82341,False
S1000,0.7772,False
S1000,0.57139,False
S1000,0.14476,False
S1000,0.94624,False
S1000,0.79851,True
S1000,0.44236,False
S1000,0.90742,False
S1000,0.6951,False
S1000,0.78553,False
S1000,0.75746,False
S1000,0.76585,False
S1000,0.93819,False
S1000,0.12396,False
S1000,0.66994,False
S1000,0.83912,False
S1000,0.78491,False
S1000,0.14744,False
S1000,0.81502,False
S1000,0.54015,False
S1000,0.79821,False
S1000,0.32259,False
S1000,0.33804,False
S1000,0.72042,False
S1000,0.59612,False
S1000,0.64018,False
S1000,0.06172,False
S1000,0.96384,False
S1000,0.84921,False
S1000,0.88106,False
S1000,0.08888,False
S1000,0.69614,False
S1000,0.58834,False
S1000,0.70373,False
S1000,0.02284,False
S1000,0.17984,False
S1000,0.66347,False
S1000,0.6182,False
S1000,0.57854,False
S1000,0.81455,False
S1000,0.64738,False
S1000,0.83161,False
S1000,0.19449,False
S1000,0.99846,True
S1000,0.96449,False
S1000,0.2476,False
S1000,0.33885,False
S1000,0.99987,False
S1000,0.33097,False
S1000,0.31016,False
S1000,0.69574,False
S1000,0.30524,False
S1000,0.62691,False
S1000,0.47144,False
S1000,0.78632,False
S1000,0.5872,False
S1000,0.4718,False
S1000,0.55076,False
S1000,0.61997,False
S1000,0.50352,False
S1000,0.65087,False
S1000,0.87002,False
S1000,0.93343,True
S1000,0.50155,False
S1000,0.76622,False
S1000,0.79701,False
S1000,0.14518,False
S1000,0.26257,False
S1000,0.14743,False
S1000,0.46418,False
S1000,0.73005,False
S1000,0.83444,False
S1000,0.59286,False
S1000,0.14408,False
S1000,0.97552,True
S1000,0.79295,False
S1000,0.127,False
S1000,0.75673,False
S1000,0.70256,False
S1000,0.4717,False
S1000,0.58587,False
S1000,0.6587,False
S1000,0.90995,True
S1000,0.06291,False
S1000,0.71261,False
S1000,0.34944,False
S1000,0.95585,True
S1000,0.74014,True
S1000,0.77325,False
S1000,0.75332,False
S1000,0.98172,False
S1000,0.56803,False
S1000,0.41413,False
S1000,0.99683,True
S1000,0.21278,False
S1000,0.92273,False
S1000,0.73357,False
S1000,0.85407,False
S1000,0.92709,False
S1000,0.92954,False
S1000,0.76627,False
S1000,0.02236,False
S1000,0.55127,False
S1000,0.58605,False
S1000,0.99999,True
S1000,0.74396,False
S1000,0.12748,False
S1000,0.06608,False
S1000,0.10452,False
S1000,0.76438,False
S1000,0.32062,False
S1000,0.8222,True
S1000,0.51702,False
S1000,0.99849,False
S1000,0.69985,False
S1000,0.23316,False
S1000,0.85843,True
S1000,0.76484,False
S1000,0.47742,False
S1000,0.86855,False
S1000,0.72509,True
S1000,0.27541,False
S1000,0.85409,False
S1000,0.93735,False
S1000,0.18123,False
S1000,0.62111,False
S1000,0.66028,False
S1000,0.99998,False
S1000,0.1374,False
S1000,0.87877,False
S1000,0.49891,False
S1000,0.97821,False
S1000,0.44896,False
S1000,0.11816,False
S1000,0.51663,False
S1000,0.14836,False
S1000,0.05173,False
S1000,0.8809,False
S1000,0.38681,False
S1000,0.80292,False
S1000,0.14155,False
S1000,0.7138,False
S1000,0.5525,False
S1000,0.44529,False
S1000,0.85301,False
S1000,0.71747,False
S1000,0.12432,False
S1000,0.66355,False
S1000,0.50484,False
S1000,0.90977,False
S1000,0.74569,False
S1000,0.13614,False
S1000,0.56164,False
S1000,0.99692,False
S1000,0.97225,True
S1000,0.8693,False
S1000,0.50513,False
S1000,0.33072,False
S1000,0.22462,False
S1000,0.51406,False
S1000,0.25071,False
S1000,0.02978,False
S1000,0.84435,False
S1000,0.31091,False
S1000,0.90317,False
S1000,0.5457,False
S1000,0.79969,False
S1000,0.50612,False
S1000,0.9187,False
S1000,0.66906,False
S1000,0.61972,False
S1000,0.65104,False
S1000,0.06296,False
S1000,0.12704,False
S1000,0.87683,False
S1000,0.56164,False
S1000,0.3926,False
S1000,0.99871,False
S1000,0.07507,False
S1000,0.28213,False
S1000,0.5695,False
S1000,0.94981,False
S1000,0.65569,False
S1000,0.06939,False
S1000,0.23726,False
S1000,0.57289,False
S1000,0.83352,False
S1000,0.74203,False
S1000,0.23848,False
S1000,0.27292,False
S1000,0.48391,False
S1000,0.60198,False
S1000,0.84008,False
S1000,0.57976,False
S1000,0.86894,False
S1000,0.71339,False
S1000,0.06627,False
S1000,0.49954,False
S1000,0.99678,False
S1000,0.39264,False
S1000,0.8636,False
S1000,0.99952,True
S1000,0.01699,False
S1000,0.16432,False
S1000,0.64725,False
S1000,0.58099,False
S1000,0.51764,False
S1000,0.43181,False
S1000,0.37521,False
S1000,0.50966,False
S1000,0.4028,False
S1000,0.39374,True
S1000,0.09601,False
S1000,0.16447,False
S1000,0.9388,False
S1000,0.78569,False
S1000,0.81405,False
S1000,0.9334,False
S1000,0.34925,False
S1000,0.10459,False
S1000,0.97778,False
S1000,0.97257,False
S1000,0.99893,True
S1000,0.86432,False
S1000,0.8544,False
S1000,0.12806,False
S1000,0.78389,False
S1000,0.9997,False
S1000,0.86433,False
S1000,0.47422,False
S1000,0.84418,False
S1000,0.2582,False
S1000,0.41214,False
S1000,0.85834,False
S1000,0.36083,False
S1000,0.24987,False
S1000,0.06333,False
S1000,0.90424,False
S1000,0.14699,False
S1000,0.64716,False
S1000,0.5011,False
S1000,0.95571,False
S1000,0.76487,False
S1000,0.44705,False
S1000,0.86743,False
S1000,0.07484,False
S1000,0.99944,False
S1000,0.85332,False
S1000,0.80217,False
S1000,0.31469,False
S1000,0.14828,False
S1000,0.6314,False
S1000,0.34961,False
S1000,0.40554,False
S1000,0.36351,False
S1000,0.58209,False
S1000,0.87624,False
S1000,0.99814,False
S1000,0.76392,False
S1000,0.61377,False
S1000,0.8358,False
S1000,0.81344,False
S1000,0.83174,False
S1000,0.76907,False
S1000,0.74276,False
S1000,0.31881,False
S1000,0.11848,False
S1000,0.50688,False
S1000,0.28216,False
S1000,0.01755,False
S1000,0.12676,False
S1000,0.80075,False
S1000,0.90864,False
S1000,0.77823,False
S1000,0.78135,False
S1000,0.37399,False
S1000,0.05284,False
S1000,0.39101,False
S1000,0.30106,False
S1000,0.1797,False
S1000,0.65162,True
S1000,0.57475,False
S1000,0.34534,False
S1000,0.67878,False
S1000,0.5415,False
S1000,0.19541,False
S1000,0.79916,False
S1000,0.77588,False
S1000,0.82189,False
S1000,0.51605,False
S1000,0.32956,False
S1000,0.56939,False
S1000,0.16415,False
S1000,0.78331,False
S1000,0.3143,False
S1000,0.90873,False
S1000,0.97954,False
S1000,0.35373,False
S1000,0.95016,False
S1000,0.86631,False
S1000,0.31132,False
S1000,0.86494,False
S1000,0.0752,False
S1000,0.24927,False
S1000,0.85449,False
S1000,0.53724,False
S1000,0.20908,False
S1000,0.79823,False
S1000,0.99854,False
S1000,0.14729,False
S1000,0.7546,False
S1000,0.51658,False
S1000,0.14754,False
S1000,0.22548,False
S1000,0.95,False
S1000,0.64842,False
S1000,0.99967,True
S1000,0.14827,False
S1000,0.77921,True
S1000,0.98015,False
S10000,0.17555,False
S10000,0.6036,False
S10000,0.60978,False
S10000,0.01807,False
S10000,0.52678,False
S10000,0.77738,False
S10000,0.47034,False
S10000,0.99974,True
S10000,0.80042,False
S10000,0.54553,False
S10000,0.11527,False
S10000,0.99989,True
S10000,0.56002,False
S10000,1.0,True
S10000,0.9994,True
S10000,0.24288,False
S10000,0.79698,False
S10000,0.01678,False
S10000,0.81313,False
S10000,0.04204,False
S10000,0.10128,False
S10000,0.72387,False
S10000,0.99996,True
S10000,0.17537,False
S10000,0.6468,False
S10000,0.64344,False
S10000,0.74556,False
S10000,0.80446,False
S10000,0.05068,False
S10000,0.14117,False
S10000,0.49896,False
S10000,0.91279,False
S10000,0.23666,False
S10000,0.90949,False
S10000,0.341,False
S10000,0.95124,False
S10000,0.38545,False
S10000,0.24265,False
S10000,0.77688,False
S10000,0.63129,False
S10000,0.54289,False
S10000,0.69333,False
S10000,0.73038,False
S10000,0.64349,False
S10000,0.99994,True
S10000,0.34623,False
S10000,0.60288,False
S10000,0.64739,False
S10000,0.44044,False
S10000,0.33724,False
S10000,0.01562,False
S10000,0.01737,False
S10000,0.48084,False
S10000,0.8699,False
S10000,0.97231,False
S10000,0.30701,False
S10000,0.16862,False
S10000,0.35877,False
S10000,0.19474,False
S10000,0.11869,False
S10000,0.36141,False
S10000,0.56907,False
S10000,0.93171,False
S10000,0.76562,False
S10000,0.53729,False
S10000,1.0,True
S10000,0.47317,False
S10000,0.66473,False
S10000,0.72416,False
S10000,0.60986,False
S10000,0.64304,False
S10000,0.44094,False
S10000,0.08791,False
S10000,0.86779,False
S10000,0.73337,False
S10000,0.73585,False
S10000,0.87586,False
S10000,0.55535,False
S10000,0.8433,False
S10000,0.5574,False
S10000,0.99982,True
S10000,0.53071,False
S10000,1.0,False
S10000,1.0,False
S10000,0.99968,True
S10000,0.8744,False
S10000,0.81872,False
S10000,0.44495,False
S10000,0.3394,False
S10000,0.38084,False
S10000,0.27143,False
S10000,0.58988,False
S10000,0.01811,False
S10000,0.7458,False
S10000,0.3371,False
S10000,0.08816,False
S10000,0.52844,False
S10000,0.84975,False
S10000,0.88542,False
S10000,0.39903,False
S10000,0.64267,False
S10000,0.71473,False
S10000,0.96228,False
S10000,0.78463,False
S10000,0.09103,False
S10000,0.45481,False
S10000,0.63534,False
S10000,0.83781,False
S10000,0.33749,False
S10000,1.0,True
S10000,0.78273,False
S10000,0.23504,False
S10000,0.49123,False
S10000,0.78379,False
S10000,0.2172,False
S10000,0.52385,False
S10000,0.80483,False
S10000,0.01499,False
S10000,0.8664,False
S10000,0.52567,False
S10000,0.52638,False
S10000,0.55783,False
S10000,0.27141,False
S10000,0.70907,False
S10000,0.63817,False
S10000,0.57342,False
S10000,0.82101,False
S10000,0.77376,False
S10000,0.94001,False
S10000,0.94608,False
S10000,0.46824,False
S10000,0.30509,False
S10000,0.79401,False
S10000,0.12382,False
S10000,0.49357,False
S10000,0.99622,True
S10000,0.12546,False
S10000,0.54706,False
S10000,0.77768,False
S10000,0.05103,False
S10000,0.01741,False
S10000,0.73406,False
S10000,0.84925,False
S10000,0.52699,False
S10000,1.0,False
S10000,0.12288,False
S10000,0.0725,False
S10000,0.92223,False
S10000,0.02199,False
S10000,0.88887,False
S10000,0.16151,False
S10000,0.17535,False
S10000,0.84755,False
S10000,0.2841,False
S10000,0.34693,False
S10000,0.61957,False
S10000,1.0,False
S10000,0.29908,False
S10000,0.13872,False
S10000,0.99938,False
S10000,0.55192,False
S10000,0.47066,False
S10000,0.1412,False
S10000,0.48072,False
S10000,0.7366,False
S10000,0.88577,False
S10000,0.55912,False
S10000,1.0,True
S10000,0.03959,False
S10000,0.06837,False
S10000,1.0,False
S10000,0.70876,False
S10000,0.62375,False
S10000,1.0,False
S10000,0.89115,False
S10000,1.0,False
S10000,0.1719,False
S10000,0.27528,False
S10000,0.37507,False
S10000,0.02058,False
S10000,0.66982,False
S10000,0.48447,False
S10000,0.78304,False
S10000,0.17,False
S10000,0.99974,False
S10000,0.49869,False
S10000,0.86991,False
S10000,0.87536,False
S10000,0.39918,False
S10000,0.27041,False
S10000,0.12335,False
S10000,0.04018,False
S10000,0.93945,False
S10000,0.08526,False
S10000,0.91568,False
S10000,0.08079,False
S10000,0.46435,False
S10000,1.0,True
S10000,0.61631,False
S10000,1.0,True
S10000,1.0,True
S10000,0.69969,False
S10000,0.80594,False
S10000,0.66312,False
S10000,0.20739,False
S10000,0.82049,False
S10000,0.49064,False
S10000,0.801,False
S10000,0.91219,False
S10000,0.97237,False
S10000,0.5551,False
S10000,0.6413,False
S10000,0.70868,False
S10000,0.07225,False
S10000,0.0684,False
S10000,0.93964,False
S10000,0.49925,False
S10000,0.07946,False
S10000,0.9405,False
S10000,0.55743,False
S10000,0.10711,False
S10000,0.08381,False
S10000,0.77233,False
S10000,1.0,True
S10000,0.32954,False
S10000,0.62082,False
S10000,0.60947,False
S10000,0.83301,False
S10000,0.51661,False
S10000,0.59051,False
S10000,0.54495,False
S10000,0.23644,False
S10000,0.3068,False
S10000,0.84237,False
S10000,0.71454,False
S10000,0.63839,False
S10000,0.92233,False
S10000,1.0,True
S10000,0.08481,False
S10000,0.49983,False
S10000,0.09806,False
S10000,0.69544,False
S10000,0.7265,False
S10000,0.85307,False
S10000,0.68021,False
S10000,0.89712,False
S10000,0.8336,False
S10000,0.96814,False
S10000,0.58291,False
S10000,0.70757,False
S10000,0.88406,False
S10000,0.77379,False
S10000,0.19401,False
S10000,0.1156,False
S10000,0.90951,False
S10000,0.1688,False
S10000,0.55542,False
S10000,0.96186,False
S10000,0.57372,False
S10000,0.02156,False
S10000,0.70946,False
S10000,0.91617,False
S10000,0.07907,False
S10000,0.09766,False
S10000,0.93567,False
S10000,0.74319,False
S10000,0.18055,False
S10000,0.34436,False
S10000,0.32543,False
S10000,0.71482,False
S10000,0.01237,False
S10000,0.99201,False
S10000,0.74568,False
S10000,0.97449,False
S10000,0.18133,False
S10000,1.0,True
S10000,0.99989,False
S10000,0.34194,False
S10000,0.35818,False
S10000,0.99979,False
S10000,0.78471,False
S10000,0.82103,False
S10000,0.88807,False
S10000,0.6231,False
S10000,0.07925,False
S10000,0.94095,False
S10000,0.69524,False
S10000,0.93597,False
S10000,0.84203,False
S10000,0.87464,False
S10000,0.83096,False
S10000,0.23907,False
S10000,0.67693,False
S10000,0.98561,False
S10000,1.0,True
S10000,0.76855,False
S10000,0.63713,False
S10000,0.7714,False
S10000,0.35153,False
S10000,0.55836,False
S10000,0.95115,False
S10000,0.19625,False
S10000,0.52937,False
S10000,0.09039,False
S10000,0.77375,False
S10000,0.16209,False
S10000,0.99999,True
S10000,0.46187,False
S10000,0.55666,False
S10000,0.72632,False
S10000,0.74332,False
S10000,0.84215,False
S10000,0.00762,False
S10000,0.86607,False
S10000,0.99995,True
S10000,0.73557,False
S10000,0.55583,False
S10000,0.81957,False
S10000,1.0,True
S10000,1.0,True
S10000,0.07685,False
S10000,0.41803,False
S10000,1.0,False
S10000,0.38614,False
S10000,0.11809,False
S10000,1.0,True
S10000,0.45195,False
S10000,0.94017,False
S10000,0.1761,False
S10000,0.89016,False
S10000,1.0,False
S10000,0.10664,False
S10000,0.85243,False
S10000,0.18073,False
S10000,0.87466,False
S10000,0.00762,False
S10000,1.0,True
S10000,0.99391,False
S10000,0.93435,False
S10000,0.57912,False
S10000,0.84011,False
S10000,0.22759,False
S10000,0.24512,False
S10000,1.0,True
S10000,0.79942,False
S10000,0.99949,False
S10000,0.24281,False
S10000,0.36176,False
S10000,1.0,True
S10000,0.63617,False
S10000,0.94652,False
S10000,0.84671,False
S10000,1.0,True
S10000,0.616,False
S10000,0.08366,False
S10000,0.67996,False
S10000,0.34464,False
S10000,0.83093,False
S10000,0.86604,False
S10000,1.0,False
S10000,0.37609,False
S10000,0.52321,False
S10000,0.98718,False
S10000,0.23111,False
S10000,0.34061,False
S10000,0.57522,False
S10000,0.71972,False
S10000,0.1774,False
S10000,0.24114,False
S10000,0.77743,False
S10000,0.56817,False
S10000,0.99957,False
S10000,0.83719,False
S10000,0.46835,False
S10000,0.28401,False
S10000,0.17289,False
S10000,1.0,False
S10000,0.77242,False
S10000,0.8963,False
S10000,0.32538,False
S10000,0.23855,False
S10000,0.99995,False
S10000,0.99391,False
S10000,0.37603,False
S10000,0.30526,False
S10000,0.92282,False
S10000,1.0,True
S10000,0.77884,False
S10000,0.01867,False
S10000,0.67067,False
S10000,0.4129,False
S10000,0.79512,False
S10000,0.63049,False
S10000,0.93086,False
S10000,0.87443,False
S10000,0.33886,False
S10000,0.30318,False
S10000,0.34706,False
S10000,0.27534,False
S10000,1.0,False
S10000,1.0,False
S10000,0.83252,False
S10000,0.71439,False
S10000,0.67684,False
S10000,0.73582,False
S10000,0.93433,False
S10000,0.52542,False
S10000,0.3047,False
S10000,0.61598,False
S10000,1.0,False
S10000,0.14085,False
S10000,0.68289,False
S10000,0.6428,False
S10000,0.78489,False
S10000,0.01706,False
S10000,0.54254,False
S10000,0.76551,False
S10000,0.81817,False
S10000,1.0,False
S10000,0.79423,False
S10000,0.61965,False
S10000,0.37578,False
S10000,0.70025,False
S10000,0.32943,False
S10000,0.96814,False
S10000,0.01287,False
S10000,0.98514,False
S10000,0.55655,False
S10000,0.57908,False
S10000,0.98678,False
S10000,0.92268,False
S10000,0.61585,False
S10000,0.32061,False
S10000,1.0,True
S10000,0.95191,False
S10000,0.7123,False
S10000,0.45681,False
S10000,0.81253,False
S10000,0.69359,False
S10000,0.53703,False
S10000,0.44446,False
S10000,0.78264,False
S10000,0.12363,False
S10000,1.0,True
S10000,0.0205,False
S10000,0.80569,False
S10000,0.62,False
S10000,0.58239,False
S10000,0.99216,False
S10000,1.0,False
S10000,0.81965,False
S10000,0.84015,False
S10000,0.23131,False
S10000,1.0,False
S10000,1.0,True
S10000,0.32119,False
S10000,0.65677,False
S10000,0.07071,False
S10000,0.21805,False
S10000,1.0,False
S10000,0.04066,False
S10000,0.72975,False
S10000,1.0,False
S10000,0.3402,False
S10000,0.23533,False
S10000,0.49372,False
S10000,0.29958,False
S10000,0.67011,False
S10000,0.66148,False
S10000,0.60802,False
S10000,0.70735,False
S10000,0.74581,False
S10000,0.76858,False
S10000,1.0,False
S10000,0.22813,False
S10000,0.33989,False
S10000,0.77799,False
S10000,0.141,False
S10000,1.0,False
S10000,0.65662,False
S10000,0.99928,False
S10000,0.13633,False
S10000,0.42405,False
S10000,0.10054,False
S10000,0.64306,False
S10000,0.4733,False
S10000,0.38082,False
S10000,0.49144,False
S10000,0.99647,False
S10000,0.13881,False
S10000,0.48448,False
S10000,0.2076,False
S10000,0.83229,False
S10000,0.88374,False
S10000,0.97447,False
S10000,0.63696,False
S10000,1.0,False
S10000,0.24489,False
S10000,0.57815,False
S10000,0.01893,False
S10000,0.68287,False
S10000,0.95155,False
S10000,0.07049,False
S10000,0.99925,False
S10000,0.49563,False
S10000,1.0,False
S10000,0.72407,False
S10000,0.99995,False
S10000,0.66463,False
S10000,0.27159,False
S10000,0.78439,False
S10000,0.1256,False
S10000,0.99939,True
S10000,0.78299,False
S10000,0.82203,False
S10000,0.51738,False
S10000,0.77361,False
S10000,0.18081,False
S10000,0.77123,False
S10000,0.07684,False
S10000,1.0,False
S10000,0.7197,False
S10000,0.66985,False
S10000,0.64271,False
S10000,0.71274,False
S10000,0.21816,False
S10000,0.13642,False
S10000,0.49559,False
S10000,0.70478,False
S10000,0.99995,False
S10000,0.3475,False
S10000,0.72348,False
S10000,0.58856,False
S10000,0.21697,False
S10000,0.54732,False
S10000,0.55085,False
S10000,0.17099,False
S10000,0.48773,False
S10000,0.58983,False
S10000,0.19499,False
S10000,1.0,False
S10000,0.35186,False
S10000,0.41815,False
S10000,0.79927,False
S10000,0.17787,False
S10000,0.41323,False
S10000,0.78509,False
S10000,0.4563,False
S10000,1.0,True
S10000,0.42453,False
S10000,1.0,True
S10000,0.70537,False
S200,0.53528,False
S200,0.08134,False
S200,0.78003,False
S200,0.35297,False
S200,0.8171,False
S200,0.56043,False
S200,0.14693,False
S200,0.91444,True
S200,0.63488,False
S200,0.57271,False
S200,0.77591,False
S200,0.94323,True
S200,0.5315,False
S200,0.60255,True
S200,0.91226,True
S200,0.71911,False
S200,0.51,False
S200,0.11389,False
S200,0.86006,False
S200,0.03648,False
S200,0.4166,False
S200,0.85262,False
S200,0.93736,True
S200,0.53595,False
S200,0.28697,False
S200,0.74535,False
S200,0.53595,False
S200,0.79565,False
S200,0.59429,False
S200,0.20813,False
S200,0.46005,False
S200,0.30953,False
S200,0.69916,False
S200,0.20767,False
S200,0.92598,False
S200,0.06601,False
S200,0.40512,False
S200,0.18902,False
S200,0.41149,False
S200,0.52922,False
S200,0.02954,False
S200,0.28603,False
S200,0.30637,False
S200,0.17087,False
S200,0.32908,True
S200,0.02237,False
S200,0.08132,False
S200,0.28639,False
S200,0.94019,False
S200,0.31615,False
S200,0.28639,False
S200,0.7777,False
S200,0.92557,False
S200,0.52144,False
S200,0.23135,False
S200,0.16518,False
S200,0.47398,False
S200,0.76592,False
S200,0.13023,False
S200,0.92569,False
S200,0.91027,False
S200,0.56846,False
S200,0.48771,False
S200,0.87341,False
S200,0.81141,False
S200,0.51406,True
S200,0.89282,False
S200,0.13776,False
S200,0.58214,False
S200,0.77828,False
S200,0.74641,False
S200,0.93967,False
S200,0.77828,False
S200,0.22893,False
S200,0.77518,False
S200,0.03364,False
S200,0.97206,False
S200,0.0843,False
S200,0.62236,False
S200,0.15591,False
S200,0.75617,True
S200,0.56712,False
S200,0.93811,False
S200,0.99516,False
S200,0.3466,True
S200,0.71582,False
S200,0.31891,False
S200,0.90763,False
S200,0.43688,False
S200,0.13423,False
S200,0.93003,False
S200,0.33988,False
S200,0.35297,False
S200,0.53528,False
S200,0.31534,False
S200,0.78003,False
S200,0.1885,False
S200,0.56043,False
S200,0.46204,False
S200,0.91444,False
S200,0.63488,False
S200,0.80849,False
S200,0.77591,False
S200,0.37774,False
S200,0.24779,False
S200,0.34359,False
S200,0.73971,False
S200,0.4166,False
S200,0.94077,False
S200,0.69774,True
S200,0.41385,False
S200,0.95957,False
S200,0.12366,False
S200,0.85262,False
S200,0.62108,False
S200,0.81509,False
S200,0.79565,False
S200,0.28697,False
S200,0.22914,False
S200,0.18866,False
S200,0.30256,False
S200,0.71792,False
S200,0.46005,False
S200,0.30953,False
S200,0.08173,False
S200,0.92947,False
S200,0.82793,False
S200,0.42166,False
S200,0.79487,False
S200,0.69049,False
S200,0.17087,False
S200,0.97559,False
S200,0.02954,False
S200,0.50046,False
S200,0.30637,False
S200,0.851,True
S200,0.62425,False
S200,0.81248,False
S200,0.56194,False
S200,0.59441,False
S200,0.77987,False
S200,0.7749,False
S200,0.56194,False
S200,0.30212,False
S200,0.90227,False
S200,0.77871,False
S200,0.59332,False
S200,0.9996,False
S200,0.07838,False
S200,0.28465,False
S200,0.23718,False
S200,0.66589,False
S200,0.47327,False
S200,0.87301,False
S200,0.56338,False
S200,0.85579,False
S200,0.5471,False
S200,0.76907,False
S200,0.19397,False
S200,0.86328,False
S200,0.68758,False
S200,0.14719,False
S200,0.20883,False
S200,0.92579,False
S200,0.03362,False
S200,0.46321,False
S200,0.71778,False
S200,0.90239,True
S200,0.88129,False
S200,0.83953,False
S200,0.96328,False
S200,0.87198,False
S200,0.93861,False
S200,0.94942,False
S200,0.28001,False
S200,0.02486,False
S200,0.90827,False
S200,0.43455,False
S200,0.53161,False
S200,0.36892,False
S200,0.39401,False
S200,0.90827,False
S200,0.25872,False
S200,0.04946,False
S200,0.91498,False
S200,0.459,False
S200,0.51997,False
S200,0.97238,False
S200,0.91498,False
S200,0.459,False
